Date,Description,Comments,Check Number,Amount,Balance
3/14/2021,POS  TEXACO x5696         KENNEWICK    WAUS,,,($48.31),"$4,977.84 "
3/14/2021,POS  INCA MEXIC* INCA MEXIC x2469   WAUS,,,($20.36),"$5,026.15 "
3/13/2021,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($27.31),"$5,046.51 "
3/13/2021,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($24.33),"$5,073.82 "
3/12/2021,POS  HERRES CHIROPRACTIC PLLPASCO        WAUS,,,($55.00),"$5,098.15 "
3/12/2021,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($76.02),"$5,153.15 "
3/11/2021,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($5.00),"$5,229.17 "
3/11/2021,POS  FRED-MEYER #0286 FRED MRICHLAND     WAUS,,,($39.19),"$5,234.17 "
3/11/2021,POS  FRED-MEYER #0286 FRED MRICHLAND     WAUS,,,($10.85),"$5,273.36 "
3/10/2021,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($71.96),"$5,284.21 "
3/10/2021,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($2.15),"$5,356.17 "
3/9/2021,IAT Withdrawal IAT PAYPAL  x0209  LIU YI BO,,,($39.10),"$5,358.32 "
3/8/2021,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($37.23),"$5,397.42 "
3/8/2021,POS  GARFIELD MART          KENNEWICK    WAUS,,,($42.04),"$5,434.65 "
3/7/2021,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($25.96),"$5,476.69 "
3/6/2021,POS  HERRES CHIROPRACTIC PLLPASCO        WAUS,,,($55.00),"$5,502.65 "
3/4/2021,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($146.92),"$5,557.65 "
3/4/2021,POS Wal-Mart Super C 3380 WAL-SAMS          PASCO        WAUS,,,($16.90),"$5,704.57 "
3/3/2021,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$5,721.47 "
3/3/2021,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($200.00),"$5,722.55 "
3/3/2021,POS  HERRES CHIROPRACTIC PLLPASCO        WAUS,,,($86.00),"$5,922.55 "
3/3/2021,POS  FRED-MEYER #0286 FRED MRICHLAND     WAUS,,,($43.42),"$6,008.55 "
3/3/2021,POS TARGET T-2314 2941 Queensgate Dr     Richland     WAUS,,,($32.55),"$6,051.97 "
3/2/2021,POS  FRED-MEYER #0286 FRED MRICHLAND     WAUS,,,($86.76),"$6,084.52 "
3/2/2021,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($135.00),"$6,171.28 "
3/2/2021,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($135.00),"$6,306.28 "
3/2/2021,POS  RichlandAirportMiniStor509-x3855  WAUS,,,($124.00),"$6,441.28 "
3/1/2021,External Deposit PAYPAL TRANSFER - TRANSFER,,,$23.40 ,"$6,565.28 "
3/1/2021,External Deposit TAX PRODUCTS PE1 ORIG GREEN DOT BANK - SBTPG LLC,,,"$2,010.84 ","$6,541.88 "
3/1/2021,POS  HELP.HBOMAX.COM        HTTPSHBOMAX.CNYUS,,,($16.28),"$4,524.31 "
2/28/2021,Credit Interest,,,$6.73 ,"$4,531.04 "
2/28/2021,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($44.98),"$4,540.59 "
2/26/2021,POS  FRED M FUEL #916 2811 WKENNEWICK    WAUS,,,($42.19),"$4,585.57 "
2/26/2021,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($25.96),"$4,627.76 "
2/25/2021,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($122.40),"$4,653.72 "
2/24/2021,POS  YOKES WEST RICHLAND    W. RICHLAND  WAUS,,,($7.96),"$4,776.12 "
2/24/2021,POS TARGET T-083 1106 N Columbia Cen    Kennewick    WAUS,,,($5.79),"$4,784.08 "
2/24/2021,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$4,789.87 "
2/23/2021,POS TARGET T-2314 2941 Queensgate Dr     Richland     WAUS,,,($221.58),"$4,790.95 "
2/23/2021,POS  FRED-MEYER #0286 FRED MRICHLAND     WAUS,,,($51.28),"$5,012.53 "
2/22/2021,External Withdrawal UAS               x8432 - EPAYMENT,,,($184.06),"$5,063.81 "
2/21/2021,POS  FRED-MEYER #0163 FRED MKENNEWICK    WAUS,,,($13.14),"$5,247.87 "
2/20/2021,Withdrawal Transfer to x4978,,,($75.00),"$5,261.01 "
2/20/2021,POS  CHIPOTLE 3601          RICHLAND     WAUS,,,($15.26),"$5,336.01 "
2/19/2021,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($54.02),"$5,351.27 "
2/19/2021,POS TARGET T-2314 2941 Queensgate Dr     Richland     WAUS,,,($32.51),"$5,405.29 "
2/18/2021,POS  FRED-MEYER #0286 FRED MRICHLAND     WAUS,,,($92.24),"$5,437.80 "
2/18/2021,POS  CHEVRON x1499        WEST RICHLANDWAUS,,,($41.95),"$5,530.04 "
2/18/2021,POS  INLAND IMAGING LLC     509-x7799  WAUS,,,($300.00),"$5,571.99 "
2/18/2021,POS TARGET T-2314 2941 Queensgate Dr     Richland     WAUS,,,($12.07),"$5,871.99 "
2/18/2021,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($40.00),"$5,884.06 "
2/16/2021,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($0.99),"$5,924.06 "
2/16/2021,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$5,925.05 "
2/14/2021,POS  AMZN Mktp US*1O3VM7Y53 Amzn.com/billWAUS,,,($42.81),"$5,926.13 "
2/14/2021,POS  AMZN Mktp US*FP3F60LL3 Amzn.com/billWAUS,,,($20.58),"$5,968.94 "
2/13/2021,Withdrawal Hall Pmt from x0368 CK,,,($41.38),"$5,989.52 "
2/11/2021,POS  FRED-MEYER #0286 FRED MRICHLAND     WAUS,,,($171.61),"$6,030.90 "
2/11/2021,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($200.00),"$6,202.51 "
2/11/2021,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($5.00),"$6,402.51 "
2/11/2021,POS  MCDONALD'S F6556       RICHLAND     WAUS,,,($9.32),"$6,407.51 "
2/10/2021,POS  FRED-MEYER #0286 FRED MRICHLAND     WAUS,,,($31.46),"$6,416.83 "
2/10/2021,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$6,448.29 "
2/9/2021,POS  AMZN Mktp US*257NF72G3 Amzn.com/billWAUS,,,($39.94),"$6,449.37 "
2/9/2021,POS TARGET T-2314 2941 Queensgate Dr     Richland     WAUS,,,($49.89),"$6,489.31 "
2/9/2021,POS  FRED-MEYER #0286 FRED MRICHLAND     WAUS,,,($150.12),"$6,539.20 "
2/9/2021,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($28.52),"$6,689.32 "
2/8/2021,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($23.77),"$6,717.84 "
2/7/2021,POS  FRED M FUEL #916 2811 WKENNEWICK    WAUS,,,($32.91),"$6,741.61 "
2/5/2021,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($22.70),"$6,774.52 "
2/4/2021,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($119.45),"$6,797.22 "
2/4/2021,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($162.90),"$6,916.67 "
2/4/2021,POS TARGET T-083 1106 N Columbia Cen    Kennewick    WAUS,,,($49.13),"$7,079.57 "
2/4/2021,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($140.00),"$7,128.70 "
2/3/2021,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$7,268.70 "
2/2/2021,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($39.73),"$7,269.78 "
2/2/2021,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($92.69),"$7,309.51 "
2/2/2021,POS  RichlandAirportMiniStor509-x3855  WAUS,,,($124.00),"$7,402.20 "
2/1/2021,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($103.57),"$7,526.20 "
2/1/2021,POS  Amazon.com*3N3P97583   Amzn.com/billWAUS,,,($78.15),"$7,629.77 "
1/31/2021,Credit Interest,,,$10.49 ,"$7,707.92 "
1/31/2021,POS  AMZN Mktp US*5O4CP15J3 Amzn.com/billWAUS,,,($37.96),"$7,697.43 "
1/30/2021,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($80.00),"$7,735.39 "
1/30/2021,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($44.96),"$7,815.39 "
1/30/2021,POS  GARFIELD MART          KENNEWICK    WAUS,,,($30.75),"$7,860.35 "
1/29/2021,POS  HELP.HBOMAX.COM        HTTPSHBOMAX.CNYUS,,,($16.28),"$7,891.10 "
1/27/2021,Withdrawal Hall Pmt from x0368 CK,,,($81.36),"$7,907.38 "
1/27/2021,POS  Amazon Prime*QP49F19W3 Amzn.com/billWAUS,,,($14.11),"$7,988.74 "
1/27/2021,POS  7902 Great Clips at AlbRICHLAND     WAUS,,,($29.00),"$8,002.85 "
1/27/2021,POS  APPLE.COM/BILL         408-974-1010 CAUS,,,($1.08),"$8,031.85 "
1/26/2021,POS  FRED-MEYER #0286 FRED MRICHLAND     WAUS,,,($206.55),"$8,032.93 "
1/24/2021,Withdrawal Hall Pmt from x0368 CK,,,($33.48),"$8,239.48 "
1/23/2021,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($192.85),"$8,272.96 "
1/23/2021,POS  Amazon.com*YR2ND7183   Amzn.com/billWAUS,,,($52.10),"$8,465.81 "
1/22/2021,POS  SP * FLIPSIDE GAMING   HTTPSWWW.FLIPNYUS,,,($69.99),"$8,517.91 "
1/21/2021,POS WM SUPERCENTER # Wal-Mart Super Cent    RICHLAND     WAUS,,,($11.71),"$8,587.90 "
1/21/2021,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($140.00),"$8,599.61 "
1/20/2021,Withdrawal Transfer to x4978,,,($75.00),"$8,739.61 "
1/20/2021,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$8,814.61 "
1/20/2021,External Withdrawal UAS               x8264 - EPAYMENT,,,($184.06),"$8,815.69 "
1/19/2021,POS  SQ *INTEGRATIVE FAMILY Richland     WAUS,,,($413.00),"$8,999.75 "
1/19/2021,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($154.76),"$9,412.75 "
1/16/2021,POS  FRED-MEYER #0163       KENNEWICK    WAUS,,,($40.38),"$9,567.51 "
1/16/2021,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($0.99),"$9,607.89 "
1/15/2021,POS  FRED-MEYER #0163 FRED MKENNEWICK    WAUS,,,($155.70),"$9,608.88 "
1/15/2021,External Deposit INTERA  - PAYROLL,,,"$1,912.74 ","$9,764.58 "
1/13/2021,POS  FRED-MEYER #0286 FRED MRICHLAND     WAUS,,,($81.84),"$7,851.84 "
1/13/2021,POS  SUNDANCE SPA           RICHLAND     WAUS,,,($72.00),"$7,933.68 "
1/11/2021,POS  YOKES WEST RICHLAND    W. RICHLAND  WAUS,,,($36.90),"$8,005.68 "
1/11/2021,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($5.00),"$8,042.58 "
1/11/2021,External Deposit PAYPAL TRANSFER - TRANSFER,,,$92.31 ,"$8,047.58 "
1/9/2021,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$7,955.27 "
1/9/2021,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($120.00),"$7,956.35 "
1/8/2021,External Deposit WEB - STI1PST8959M213 x7418 - XXTAXEIP2  GOV PAYMENT  REF:1PST8959M x5213,,,$600.00 ,"$8,076.35 "
1/8/2021,POS  WA VEHICLE LICENSING   360-902-7470 WAUS,,,($75.45),"$7,476.35 "
1/6/2021,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($36.18),"$7,551.80 "
1/6/2021,POS  FRED-MEYER #0163 FRED MKENNEWICK    WAUS,,,($74.71),"$7,587.98 "
1/6/2021,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$7,662.69 "
1/5/2021,POS  YOKE'S FRESH MARKET #16RICHLAND     WAUS,,,($39.68),"$7,663.77 "
1/5/2021,POS  AMZN Mktp US*IK7RL3CG3 Amzn.com/billWAUS,,,($43.39),"$7,703.45 "
1/4/2021,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($233.49),"$7,746.84 "
1/4/2021,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($92.31),"$7,980.33 "
1/3/2021,POS  FRED-MEYER #0286 FRED MRICHLAND     WAUS,,,($168.36),"$8,072.64 "
1/3/2021,POS  RichlandAirportMiniStor509-x3855  WAUS,,,($124.00),"$8,241.00 "
12/31/2020,ATM Service Charge Rebate,,,$6.00 ,"$8,365.00 "
12/31/2020,Credit Interest,,,$10.69 ,"$8,359.00 "
12/31/2020,External Deposit INTERA  - PAYROLL,,,"$1,736.29 ","$8,348.31 "
12/30/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($200.00),"$6,612.02 "
12/30/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$6,812.02 "
12/30/2020,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($48.29),"$6,813.10 "
12/29/2020,POS  HELP.HBOMAX.COM        HTTPSHBOMAX.CNYUS,,,($16.28),"$6,861.39 "
12/27/2020,POS  Amazon Prime*D82P51BR3 Amzn.com/billWAUS,,,($14.11),"$6,877.67 "
12/26/2020,POS  YOKES WEST RICHLAND    W. RICHLAND  WAUS,,,($55.81),"$6,891.78 "
12/24/2020,POS MARSHALLS #1217 2921 QUEENSGATE DR     RICHLAND     WAUS,,,($36.95),"$6,947.59 "
12/24/2020,POS TARGET T-2314 2941 Queensgate Dr     Richland     WAUS,,,($243.42),"$6,984.54 "
12/23/2020,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($380.77),"$7,227.96 "
12/23/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$7,608.73 "
12/23/2020,ATM Withdrawal ATMG DGA West R 4000 Kennedy Rd        West RichlandWAUS,,,($123.00),"$7,609.81 "
12/22/2020,ATM Withdrawal GESA CREDIT UNION 100 N HUNTINGTON STREETKENNEWICK    WAUS,,,($500.00),"$7,732.81 "
12/22/2020,External Withdrawal UAS               x8108 - EPAYMENT,,,($184.06),"$8,232.81 "
12/20/2020,Withdrawal Transfer to x4978,,,($75.00),"$8,416.87 "
12/18/2020,External Deposit INTERA  - PAYROLL,,,"$1,727.91 ","$8,491.87 "
12/17/2020,External Deposit PAYPAL TRANSFER - TRANSFER,,,$100.00 ,"$6,763.96 "
12/17/2020,POS MAVERIK #448 3520 KEENE ROAD        RICHLAND     WAUS,,,($37.54),"$6,663.96 "
12/17/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($200.00),"$6,701.50 "
12/16/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($0.99),"$6,901.50 "
12/16/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$6,902.49 "
12/15/2020,POS  FRED-MEYER #0286 FRED MRICHLAND     WAUS,,,($158.28),"$6,903.57 "
12/15/2020,POS  LES SCHWAB TIRES 837 STRichland     WAUS,,,($345.65),"$7,061.85 "
12/14/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($174.85),"$7,407.50 "
12/12/2020,POS  FRED-MEYER #0286 FRED MRICHLAND     WAUS,,,($81.99),"$7,582.35 "
12/12/2020,POS  CINCO DE MAYO FAMILY REKENNEWICK    WAUS,,,($40.88),"$7,664.34 "
12/11/2020,POS  FRED-MEYER #0163 FRED MKENNEWICK    WAUS,,,($150.00),"$7,705.22 "
12/11/2020,POS  FRED-MEYER #0163 FRED MKENNEWICK    WAUS,,,($105.90),"$7,855.22 "
12/11/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($5.00),"$7,961.12 "
12/11/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($54.25),"$7,966.12 "
12/11/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($100.00),"$8,020.37 "
12/10/2020,ATM Withdrawal ATMG DGA West R 4000 Kennedy Rd        West RichlandWAUS,,,($123.00),"$8,120.37 "
12/9/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$8,243.37 "
12/9/2020,POS  PAYPAL *WALMART COM    402-935-7733 CAUS,,,$100.00 ,"$8,244.45 "
12/9/2020,POS  SP * FLIPSIDE GAMING   HTTPSWWW.FLIPNYUS,,,($125.99),"$8,144.45 "
12/9/2020,POS  YOKES WEST RICHLAND    W. RICHLAND  WAUS,,,($48.63),"$8,270.44 "
12/9/2020,POS  PAYPAL *WALMART COM    402-935-7733 CAUS,,,($100.00),"$8,319.07 "
12/9/2020,POS MARSHALLS #1217 2921 QUEENSGATE DR     RICHLAND     WAUS,,,($20.33),"$8,419.07 "
12/8/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($258.46),"$8,439.40 "
12/8/2020,IAT Withdrawal IAT PAYPAL  x6612  CJTURNE5366,,,($9.73),"$8,697.86 "
12/8/2020,IAT Withdrawal IAT PAYPAL  x9212  EN HUNG CHONG,,,($3.00),"$8,707.59 "
12/8/2020,IAT Withdrawal IAT PAYPAL  x8944  PAYATCG,,,($5.20),"$8,710.59 "
12/8/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($2.33),"$8,715.79 "
12/8/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($2.47),"$8,718.12 "
12/8/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($3.26),"$8,720.59 "
12/8/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($2.32),"$8,723.85 "
12/8/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($1.36),"$8,726.17 "
12/7/2020,POS TARGET T-2314 2941 Queensgate Dr     Richland     WAUS,,,($38.00),"$8,727.53 "
12/6/2020,POS  FRED-MEYER #0163       KENNEWICK    WAUS,,,($42.36),"$8,765.53 "
12/5/2020,POS  YOKES FRESH MARKET     KENNEWICK    WAUS,,,($69.83),"$8,807.89 "
12/5/2020,POS TARGET T-083 1106 N Columbia Cen    Kennewick    WAUS,,,($43.42),"$8,877.72 "
12/5/2020,POS TARGET T-083 1106 N Columbia Cen    Kennewick    WAUS,,,($70.52),"$8,921.14 "
12/4/2020,POS MAVERIK #448 3520 KEENE ROAD        RICHLAND     WAUS,,,($38.77),"$8,991.66 "
12/4/2020,External Deposit INTERA  - PAYROLL,,,"$1,727.93 ","$9,030.43 "
12/3/2020,POS  ADVENTURES UNDERGROUND RICHLAND     WAUS,,,($78.16),"$7,302.50 "
12/3/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($157.17),"$7,380.66 "
12/3/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($65.16),"$7,537.83 "
12/3/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($33.61),"$7,602.99 "
12/3/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($31.82),"$7,636.60 "
12/3/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($32.92),"$7,668.42 "
12/2/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$7,701.34 "
12/2/2020,POS  RichlandAirportMiniStor509-x3855  WAUS,,,($124.00),"$7,702.42 "
12/1/2020,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($132.55),"$7,826.42 "
12/1/2020,POS TARGET T-2314 2941 Queensgate Dr     Richland     WAUS,,,($119.43),"$7,958.97 "
12/1/2020,POS  AMZN Mktp US*X06YV6SZ3 Amzn.com/billWAUS,,,($43.21),"$8,078.40 "
11/30/2020,Credit Interest,,,$12.86 ,"$8,121.61 "
11/30/2020,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($48.30),"$8,108.75 "
11/30/2020,POS  PAYPAL *WALMART COM    402-935-7733 CAUS,,,($50.00),"$8,157.05 "
11/30/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($91.88),"$8,207.05 "
11/29/2020,POS WM SUPERCENTER # Wal-Mart Super Cent    KENNEWICK    WAUS,,,($55.24),"$8,298.93 "
11/29/2020,POS  GAMESTOP #1152 1321 N CKENNEWICK    WAUS,,,($46.62),"$8,354.17 "
11/29/2020,POS  HELP.HBOMAX.COM        HTTPSHBOMAX.CNYUS,,,($16.28),"$8,400.79 "
11/29/2020,POS CIRCLE K x6049 6006 CLEARWATER AVE    KENNEWICK    WAUS,,,($30.22),"$8,417.07 "
11/29/2020,ATM Withdrawal GESA CREDIT UNION 100 N HUNTINGTON STREETKENNEWICK    WAUS,,,($200.00),"$8,447.29 "
11/28/2020,POS WAL-MART #1876 2700 WASCO AVE         HOOD RIVER   ORUS,,,($16.90),"$8,647.29 "
11/28/2020,POS  FRED-MEYER #0185 FRED MLONGVIEW     WAUS,,,($279.82),"$8,664.19 "
11/28/2020,POS MARITIME FUEL 2 1701 MARINE DRIVE      ASTORIA      ORUS,,,($17.35),"$8,944.01 "
11/28/2020,POS JOES MOBIL 1701 MARINE DR         ASTORIA      ORUS,,,($11.15),"$8,961.36 "
11/28/2020,POS  AMAZON.COM*1U0BP7KY3 AMAMZN.COM/BILLWAUS,,,($38.00),"$8,972.51 "
11/27/2020,POS  Amazon Prime*MV0QA8793 Amzn.com/billWAUS,,,($14.11),"$9,010.51 "
11/27/2020,POS  LOVES TRAVEL Sx4499 TROUTDALE    ORUS,,,($23.00),"$9,024.62 "
11/27/2020,POS  CHENS RESTAURANT       LONG BEACH   WAUS,,,($42.20),"$9,047.62 "
11/25/2020,POS  LOVES TRAVEL S         TROUTDALE    ORUS,,,($10.07),"$9,089.82 "
11/25/2020,POS  AMZN Mktp US*8G3IW6RU3 Amzn.com/billWAUS,,,($15.19),"$9,099.89 "
11/25/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$9,115.08 "
11/25/2020,POS  AMZN Mktp US*1241S5SQ3 Amzn.com/billWAUS,,,($20.53),"$9,116.16 "
11/25/2020,POS  SMOKE CITY FOR LESS    RICHLAND     WAUS,,,($141.16),"$9,136.69 "
11/24/2020,POS  YOKES WEST RICHLAND    W. RICHLAND  WAUS,,,($52.77),"$9,277.85 "
11/23/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($119.45),"$9,330.62 "
11/23/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($86.87),"$9,450.07 "
11/23/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($49.93),"$9,536.94 "
11/22/2020,POS WM SUPERCENTER # Wal-Mart Super Cent    KENNEWICK    WAUS,,,($67.92),"$9,586.87 "
11/21/2020,POS  TJ MAXX #805           KENNEWICK    WAUS,,,($12.37),"$9,654.79 "
11/21/2020,POS  AMZN Mktp US*G10IR4AD3 Amzn.com/billWAUS,,,($103.58),"$9,667.16 "
11/20/2020,Withdrawal Transfer to x4978,,,($75.00),"$9,770.74 "
11/20/2020,POS TARGET T-083 1106 N Columbia Cen    Kennewick    WAUS,,,($284.20),"$9,845.74 "
11/20/2020,POS TARGET T-083 1106 N Columbia Cen    Kennewick    WAUS,,,$43.42 ,"$10,129.94 "
11/20/2020,POS CIRCLE K x6034 7707 W. DESCHUTES      KENNEWICK    WAUS,,,($38.91),"$10,086.52 "
11/20/2020,External Withdrawal UAS               x7942 - EPAYMENT,,,($184.06),"$10,125.43 "
11/20/2020,External Deposit INTERA  - PAYROLL,,,"$1,727.91 ","$10,309.49 "
11/19/2020,POS WM SUPERCENTER # Wal-Mart Super Cent    RICHLAND     WAUS,,,($146.83),"$8,581.58 "
11/19/2020,POS  GAMESTOP #6767 2729 QUERICHLAND     WAUS,,,($35.79),"$8,728.41 "
11/19/2020,POS TARGET T-2314 2941 Queensgate Dr     Richland     WAUS,,,($90.94),"$8,764.20 "
11/19/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($23.33),"$8,855.14 "
11/19/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($10.73),"$8,878.47 "
11/19/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($16.49),"$8,889.20 "
11/18/2020,POS  AMZN Mktp US*NW9EN9O23 Amzn.com/billWAUS,,,($22.80),"$8,905.69 "
11/18/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($235.66),"$8,928.49 "
11/18/2020,POS TARGET T-2314 2941 Queensgate Dr     Richland     WAUS,,,($368.72),"$9,164.15 "
11/18/2020,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($500.00),"$9,532.87 "
11/16/2020,POS  ADVENTURES UNDERGROUND RICHLAND     WAUS,,,($362.31),"$10,032.87 "
11/16/2020,POS  FRED-MEYER #0286 FRED MRICHLAND     WAUS,,,($6.00),"$10,395.18 "
11/16/2020,POS  FRED-MEYER #0286 FRED MRICHLAND     WAUS,,,($2.05),"$10,401.18 "
11/16/2020,POS  FRED-MEYER #0286 FRED MRICHLAND     WAUS,,,($155.07),"$10,403.23 "
11/16/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($0.99),"$10,558.30 "
11/16/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$10,559.29 "
11/15/2020,POS  GAMESTOP #5600 4008 W 2KENNEWICK    WAUS,,,($108.50),"$10,560.37 "
11/15/2020,POS  FRED-MEYER #0163 FRED MKENNEWICK    WAUS,,,($14.83),"$10,668.87 "
11/15/2020,POS  WALMART.COM AY         800-966-6546 ARUS,,,($50.00),"$10,683.70 "
11/14/2020,POS  GAMESTOP #5600 4008 W 2KENNEWICK    WAUS,,,($93.36),"$10,733.70 "
11/12/2020,POS  YOKES WEST RICHLAND    W. RICHLAND  WAUS,,,($517.36),"$10,827.06 "
11/12/2020,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($5.00),"$11,344.42 "
11/12/2020,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$11,349.42 "
11/9/2020,POS  FRED-MEYER #0286 FRED MRICHLAND     WAUS,,,($124.96),"$11,350.50 "
11/9/2020,POS  ADVENTURES UNDERGROUND RICHLAND     WAUS,,,($295.33),"$11,475.46 "
11/8/2020,POS  CHEVRON x1499        WEST RICHLANDWAUS,,,($40.05),"$11,770.79 "
11/6/2020,POS  GAMESTOP #1152 1321 N CKENNEWICK    WAUS,,,($32.55),"$11,810.84 "
11/6/2020,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($209.65),"$11,843.39 "
11/6/2020,External Deposit INTERA  - PAYROLL,,,"$1,727.92 ","$12,053.04 "
