Date,Description,Comments,Check Number,Amount,Balance
11/20/2019,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),$919.66 
11/17/2019,POS  SMOKE CITY             RICHLAND     WAUS,,,($43.43),$920.74 
11/17/2019,POS  THREE FLAMES MONGOLIAN RICHLAND     WAUS,,,($30.06),$964.17 
11/16/2019,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),$994.23 
11/15/2019,POS 7-ELEVEN 2411 GEORGE WASH W     RICHLAND     WAUS,,,($46.53),$995.31 
11/13/2019,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($23.35),"$1,041.84 "
11/12/2019,POS VIOC x0091 25 COLUMBIA POINT D    RICHLAND     WAUS,,,($233.47),"$1,065.19 "
11/10/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($170.97),"$1,298.66 "
11/10/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($201.01),"$1,469.63 "
11/10/2019,POS  THREE FLAMES MONGOLIAN RICHLAND     WAUS,,,($30.06),"$1,670.64 "
11/7/2019,POS PANDORAS BOX 960 GEORGE WASHINGT    RICHLAND     WAUS,,,($24.95),"$1,700.70 "
11/6/2019,POS 7-ELEVEN 2411 GEORGE WASH W     RICHLAND     WAUS,,,($7.36),"$1,725.65 "
11/6/2019,"POS  CHEVRON/CHRISTENSEN, INWEST RICHLANDWAUS",,,($53.98),"$1,733.01 "
11/6/2019,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$1,786.99 "
11/4/2019,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($67.28),"$1,788.07 "
11/4/2019,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($23.35),"$1,855.35 "
11/4/2019,POS  GET AIR TRI-CITIES     KENNEWICK    WAUS,,,($14.12),"$1,878.70 "
11/2/2019,POS  RichlandAirportMiniStorRICHLAND     WAUS,,,($115.00),"$1,892.82 "
11/1/2019,"External Deposit APEX SYSTEMS, LL  - DIR DEP",,,$622.56 ,"$2,007.82 "
10/31/2019,Credit Interest,,,$3.15 ,"$1,385.26 "
10/30/2019,POS PANDORAS BOX 960 GEORGE WASHINGT    RICHLAND     WAUS,,,($86.86),"$1,382.11 "
10/30/2019,POS WAL-MART #3261 2801 DUPORTAIL STRE    RICHLAND     WAUS,,,($34.97),"$1,468.97 "
10/30/2019,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($48.77),"$1,503.94 "
10/30/2019,POS  APPLE.COM/BILL         866-712-7753 CAUS,,,($1.08),"$1,552.71 "
10/29/2019,POS PANDORAS BOX 960 GEORGE WASHINGT    RICHLAND     WAUS,,,($38.00),"$1,553.79 "
10/29/2019,POS WM SUPERCENTER # Wal-Mart Super Cent    RICHLAND     WAUS,,,($44.54),"$1,591.79 "
10/29/2019,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($100.00),"$1,636.33 "
10/28/2019,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($16.28),"$1,736.33 "
10/27/2019,POS  AUTOZONE  3733 1701 GEORICHLAND     WAUS,,,($16.28),"$1,752.61 "
10/27/2019,POS TARGET T-2314 2941 Queensgate Dr     Richland     WAUS,,,($79.10),"$1,768.89 "
10/27/2019,POS  THREE FLAMES MONGOLIAN RICHLAND     WAUS,,,($32.32),"$1,847.99 "
10/26/2019,ATM Withdrawal GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,($160.00),"$1,880.31 "
10/26/2019,POS  SHELL OIL x3000  UMATILLA     ORUS,,,($47.11),"$2,040.31 "
10/25/2019,"External Deposit APEX SYSTEMS, LL  - DIR DEP",,,$896.10 ,"$2,087.42 "
10/23/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),"$1,191.32 "
10/23/2019,POS  CITY OF RICHLAND       WWW.CI.RICHLAWAUS,,,($30.46),"$1,192.40 "
10/22/2019,POS  TRIOS HEALTH           509-221-5802 WAUS,,,($267.18),"$1,222.86 "
10/22/2019,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($20.09),"$1,490.04 "
10/22/2019,POS  LOURDES HEALTH NETWORK 509-542-3044 WAUS,,,($50.00),"$1,510.13 "
10/22/2019,POS  MEN ZONE KENNEWICK     KENNEWICK    WAUS,,,($32.00),"$1,560.13 "
10/22/2019,"POS  CHEVRON/CHRISTENSEN, INWEST RICHLANDWAUS",,,($45.11),"$1,592.13 "
10/21/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($165.92),"$1,637.24 "
10/21/2019,POS  DAIRY QUEEN #13768     RICHLAND     WAUS,,,($8.17),"$1,803.16 "
10/20/2019,POS  SAFEWAY #0333          RICHLAND     WAUS,,,($24.40),"$1,811.33 "
10/20/2019,POS  THREE FLAMES MONGOLIAN RICHLAND     WAUS,,,($17.00),"$1,835.73 "
10/18/2019,"External Deposit APEX SYSTEMS, LL  - DIR DEP",,,$896.11 ,"$1,852.73 "
10/17/2019,POS  TEXACO x2816         UMATILLA     ORUS,,,($50.63),$956.62 
10/15/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),"$1,007.25 "
10/12/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($273.09),"$1,008.33 "
10/12/2019,POS  DICK'S SPORTING GOODS  KENNEWICK    WAUS,,,($54.30),"$1,281.42 "
10/12/2019,POS  TEXACO x2816         UMATILLA     ORUS,,,($47.09),"$1,335.72 "
10/11/2019,External Deposit WA ST EMPLOY SEC  - UI BENEFIT,,,$497.00 ,"$1,382.81 "
10/9/2019,POS  SHELL OIL x2000  IRRIGON      ORUS,,,($37.36),$885.81 
10/9/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),$923.17 
10/8/2019,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($26.00),$924.25 
10/6/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($45.62),$950.25 
10/4/2019,External Deposit WA ST EMPLOY SEC  - UI BENEFIT,,,$497.00 ,$995.87 
10/2/2019,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($20.63),$498.87 
10/2/2019,External Withdrawal Bella Vista Oper x9709 - Rent,,,($570.59),$519.50 
10/2/2019,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($54.90),"$1,090.09 "
10/2/2019,POS  RichlandAirportMiniStorRICHLAND     WAUS,,,($115.00),"$1,144.99 "
10/2/2019,POS  LOURDES HEALTH NETWORK 509-542-3044 WAUS,,,($50.00),"$1,259.99 "
10/1/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),"$1,309.99 "
10/1/2019,POS YOKES WEST RICHL 1401 BOMBING RANGE     W. RICHLAND  WAUS,,,($11.39),"$1,311.07 "
10/1/2019,"POS  CHEVRON/CHRISTENSEN, INWEST RICHLANDWAUS",,,($48.53),"$1,322.46 "
10/1/2019,ATM Deposit GESA CREDIT UNION 4755 PARADISE WAY WU   WEST RICHLANDWAUS,,,$200.00 ,"$1,370.99 "
9/30/2019,Credit Interest,,,$2.48 ,"$1,170.99 "
9/30/2019,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($48.77),"$1,168.51 "
9/30/2019,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($16.28),"$1,217.28 "
9/26/2019,External Deposit WA ST EMPLOY SEC  - UI BENEFIT,,,$497.00 ,"$1,233.56 "
9/26/2019,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($26.35),$736.56 
9/25/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),$762.91 
9/23/2019,External Withdrawal Carta e77fc3984 EDI - EDI PYMNTS,,,($366.63),$763.99 
9/21/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($117.87),"$1,130.62 "
9/21/2019,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($124.26),"$1,248.49 "
9/20/2019,External Withdrawal CSI RchLnd PRE-AUTH TRANSACTION - UTLPAYMENT,,,($125.26),"$1,372.75 "
9/20/2019,External Deposit PAYPAL TRANSFER - TRANSFER,,,$1.85 ,"$1,498.01 "
9/20/2019,External Deposit PAYPAL TRANSFER - TRANSFER,,,$21.53 ,"$1,496.16 "
9/19/2019,External Deposit WA ST EMPLOY SEC  - UI BENEFIT,,,$497.00 ,"$1,474.63 "
9/19/2019,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($1.35),$977.63 
9/19/2019,IAT Withdrawal IAT PAYPAL  x4131  COLVNECK,,,($15.70),$978.98 
9/18/2019,POS  DQ GRILL & CHILL #41661RICHLAND     WAUS,,,($6.51),$994.68 
9/18/2019,POS CIRCLE K x6037 3957 W VAN GIESEN      RICHLAND     WAUS,,,($43.71),"$1,001.19 "
9/18/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),"$1,044.90 "
9/17/2019,POS TJ MAXX #805 1220 N COLUMBIA BLV    KENNEWICK    WAUS,,,($11.72),"$1,045.98 "
9/16/2019,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($20.63),"$1,057.70 "
9/16/2019,IAT Withdrawal IAT PAYPAL  x4872  YU YAO SHI MAI DUN MAO YI YOU XIAN,,,($21.53),"$1,078.33 "
9/16/2019,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($1.85),"$1,099.86 "
9/16/2019,POS  SQ *ROASTERS WEST R    WEST RICHLANDWAUS,,,($4.50),"$1,101.71 "
9/15/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($131.82),"$1,106.21 "
9/13/2019,External Deposit WA ST EMPLOY SEC  - UI BENEFIT,,,$497.00 ,"$1,238.03 "
9/12/2019,POS  OUTBACK 4617           KENNEWICK    WAUS,,,($100.71),$741.03 
9/11/2019,POS  ALBERTSONS #0252       RICHLAND     WAUS,,,($25.37),$841.74 
9/11/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),$867.11 
9/10/2019,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($74.85),$868.19 
9/10/2019,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($25.00),$943.04 
9/9/2019,External Deposit WA ST EMPLOY SEC  - UI BENEFIT,,,$497.00 ,$968.04 
9/9/2019,External Withdrawal CHARTER COMMUNIC  - CHARTER CO,,,($65.99),$471.04 
9/6/2019,POS  SAFEWAY #0333          RICHLAND     WAUS,,,($36.86),$537.03 
9/6/2019,POS  ARCO#82778AMPM 82778   YAKIMA       WAUS,,,($33.18),$573.89 
9/4/2019,POS  MARSHALLS #1217 2921 QURICHLAND     WAUS,,,($42.95),$607.07 
9/4/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),$650.02 
9/4/2019,POS  AUTO EXPERTS           RICHLAND     WAUS,,,($418.60),$651.10 
9/4/2019,External Withdrawal Bella Vista Oper x3788 - Rent,,,($34.52),"$1,069.70 "
9/3/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($176.16),"$1,104.22 "
9/3/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($114.10),"$1,280.38 "
9/3/2019,POS  RichlandAirportMiniStorRICHLAND     WAUS,,,($115.00),"$1,394.48 "
9/3/2019,POS  USPS CHANGE OF ADDRESS 800-238-3150 TNUS,,,($1.05),"$1,509.48 "
8/31/2019,Credit Interest,,,$3.10 ,"$1,510.53 "
8/30/2019,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($48.77),"$1,507.43 "
8/30/2019,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($21.33),"$1,556.20 "
8/29/2019,POS FRED M FUEL #928 101 WELLSIAN WAY       RICHLAND     WAUS,,,($34.04),"$1,577.53 "
8/29/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($74.29),"$1,611.57 "
8/28/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),"$1,685.86 "
8/28/2019,External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER,,,($16.28),"$1,686.94 "
8/28/2019,External Deposit WA ST EMPLOY SEC  - UI BENEFIT,,,$497.00 ,"$1,703.22 "
8/27/2019,POS  TRIOS HEALTH           x5802   WAUS,,,($126.08),"$1,206.22 "
8/27/2019,POS  ALBERTSONS STORE  0252 RICHLAND     WAUS,,,($21.40),"$1,332.30 "
8/27/2019,POS  CHIPOTLE 2573          KENNEWICK    WAUS,,,($20.63),"$1,353.70 "
8/27/2019,POS  TRICITIESLABORATORYLLC 800-433-1583 WAUS,,,($231.92),"$1,374.33 "
8/26/2019,POS  TACO BELL #x4328      RICHLAND     WAUS,,,($5.84),"$1,606.25 "
8/26/2019,POS  TACO BELL x0507       RICHLAND     WAUS,,,($8.75),"$1,612.09 "
8/24/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($66.73),"$1,620.84 "
8/23/2019,POS  DQ GRILL & CHILL #41661RICHLAND     WAUS,,,($7.84),"$1,687.57 "
8/22/2019,External Deposit WA ST EMPLOY SEC  - UI BENEFIT,,,$497.00 ,"$1,695.41 "
8/22/2019,POS  COSTCO GAS #0486       KENNEWICK    WAUS,,,($39.65),"$1,198.41 "
8/22/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($129.67),"$1,238.06 "
8/22/2019,POS  RichlandAirportMiniStorRICHLAND     WAUS,,,($52.74),"$1,367.73 "
8/21/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),"$1,420.47 "
8/21/2019,POS  RichlandAirportMiniStor509-x3855  WAUS,,,($25.00),"$1,421.55 "
8/21/2019,POS  ALBERTSONS STORE  0252 RICHLAND     WAUS,,,($38.63),"$1,446.55 "
8/19/2019,External Deposit WA ST EMPLOY SEC  - UI BENEFIT,,,$497.00 ,"$1,485.18 "
8/18/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($149.14),$988.18 
8/18/2019,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($21.33),"$1,137.32 "
8/17/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($16.28),"$1,158.65 "
8/16/2019,External Withdrawal CSI RchLnd PRE-AUTH TRANSACTION - UTLPAYMENT,,,($129.04),"$1,174.93 "
8/15/2019,POS Wal-Mart Super C 3261 WAL-SAMS          RICHLAND     WAUS,,,($25.26),"$1,303.97 "
8/14/2019,POS  COSTCO GAS #0486       KENNEWICK    WAUS,,,($39.80),"$1,329.23 "
8/14/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),"$1,369.03 "
8/12/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($154.27),"$1,370.11 "
8/12/2019,External Deposit Transamerica EFT BATCH #  * - AUTOPAYMNT,,,$4.70 ,"$1,524.38 "
8/12/2019,External Deposit WA ST EMPLOY SEC  - UI BENEFIT,,,$497.00 ,"$1,519.68 "
8/12/2019,POS WM SUPERCENTER # Wal-Mart Super Cent    RICHLAND     WAUS,,,($31.50),"$1,022.68 "
8/10/2019,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($141.87),"$1,054.18 "
8/8/2019,POS  AMAZON.COM*MA1DC39O2 AMAMZN.COM/BILLWAUS,,,($23.14),"$1,196.05 "
8/8/2019,External Withdrawal CHARTER COMMUNIC  - CHARTER CO,,,($65.99),"$1,219.19 "
8/7/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($109.38),"$1,285.18 "
8/7/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),"$1,394.56 "
8/6/2019,External Deposit WA ST EMPLOY SEC  - UI BENEFIT,,,$995.00 ,"$1,395.64 "
8/3/2019,POS  ALBERTSONS STORE  0252 RICHLAND     WAUS,,,($43.00),$400.64 
8/3/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($54.60),$443.64 
8/2/2019,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($26.06),$498.24 
8/2/2019,POS  LMC BUSINESS OFFICE    509-546-2319 WAUS,,,($50.00),$524.30 
8/2/2019,POS TJ MAXX #805 1220 N COLUMBIA BLV    KENNEWICK    WAUS,,,($11.07),$574.30 
8/1/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($88.33),$585.37 
7/31/2019,Credit Interest,,,$4.12 ,$673.70 
7/31/2019,External Withdrawal Bella Vista Oper x2702 - Rent,,,"($1,116.47)",$669.58 
7/31/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),"$1,786.05 "
7/31/2019,POS 7-ELEVEN 415 WRIGHT AV          RICHLAND     WAUS,,,($4.32),"$1,787.13 "
7/30/2019,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($48.77),"$1,791.45 "
7/27/2019,POS Wal-Mart Super C 3261 WAL-SAMS          RICHLAND     WAUS,,,($21.00),"$1,840.22 "
7/26/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($129.55),"$1,861.22 "
7/26/2019,POS FRED-MEYER #0163 FRED MEYER 163         KENNEWICK    WAUS,,,($64.25),"$1,990.77 "
7/26/2019,POS REI #75 KENNEWIC 129 N ELY MAIN 2       KENNEWICK    WAUS,,,($43.35),"$2,055.02 "
7/26/2019,POS WM SUPERCENTER # Wal-Mart Super Cent    RICHLAND     WAUS,,,($13.67),"$2,098.37 "
7/25/2019,POS  ALBERTSONS STORE  0252 RICHLAND     WAUS,,,($98.76),"$2,112.04 "
7/24/2019,POS  MERCHANTS CREDIT ASSOC 425-643-2613 WAUS,,,($35.61),"$2,210.80 "
7/24/2019,POS  KADLEC REGIONAL MEDICALRICHLAND     WAUS,,,($250.00),"$2,246.41 "
7/24/2019,External Deposit Carta e2aa8c543 EDI - EDI PYMNTS,,,$378.07 ,"$2,496.41 "
7/24/2019,POS  KENNEWICK RADIOLOGY GRO509-586-5779 CAUS,,,($32.96),"$2,118.34 "
7/24/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),"$2,151.30 "
7/24/2019,POS  LMG EAR NOSE  THROAT   509-x4800  WAUS,,,($30.00),"$2,152.38 "
7/23/2019,POS  ALBERTSONS STORE  0252 RICHLAND     WAUS,,,($47.62),"$2,182.38 "
7/22/2019,POS  DISCOUNT TIRE WA 115 GARICHLAND     WAUS,,,($439.99),"$2,230.00 "
7/22/2019,External Withdrawal WEB - UAS  - x6227  NM103*EUAS DEBIT-     x6276\,,,($212.84),"$2,669.99 "
7/22/2019,POS  DENNY'S #6694          RICHLAND     WAUS,,,($34.61),"$2,882.83 "
7/20/2019,POS WM SUPERCENTER # Wal-Mart Super Cent    RICHLAND     WAUS,,,($25.48),"$2,917.44 "
7/19/2019,POS  TJ MAXX #805 1220 N COLKENNEWICK    WAUS,,,($41.20),"$2,942.92 "
7/19/2019,POS  HONGS MONGOLIAN        KENNEWICK    WAUS,,,($26.00),"$2,984.12 "
7/18/2019,External Withdrawal Carta 3432fbf7a EDI - EDI PYMNTS,,,($378.07),"$3,010.12 "
7/17/2019,POS  MARSHALLS #1217 2921 QURICHLAND     WAUS,,,($46.64),"$3,388.19 "
7/17/2019,External Withdrawal CSI RchLnd PRE-AUTH TRANSACTION - UTLPAYMENT,,,($110.31),"$3,434.83 "
7/16/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($84.66),"$3,545.14 "
7/16/2019,POS  FEDEX OFFICx6437 KENNEWICK    WAUS,,,($1.41),"$3,629.80 "
7/16/2019,External Deposit Transamerica EFT BATCH #  * - AUTOPAYMNT,,,"$1,800.24 ","$3,631.21 "
7/16/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($16.28),"$1,830.97 "
7/16/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),"$1,847.25 "
7/15/2019,ATM Withdrawal GESA CREDIT UNION 51 GAGE BLVD           RICHLAND     WAUS,,,($80.00),"$1,848.33 "
7/15/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($200.93),"$1,928.33 "
7/15/2019,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,549.21 ","$2,129.26 "
7/13/2019,POS  NCMI CORPORATION       509-x1919  WAUS,,,($315.22),$580.05 
7/13/2019,POS  CREDITS INCORPORATED   800-x9006  ORUS,,,($271.69),$895.27 
7/12/2019,POS SUPER SUPPLEMENT 5200 W CLEARWATER A    KENNEWICK    WAUS,,,($36.62),"$1,166.96 "
7/12/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($161.30),"$1,203.58 "
7/12/2019,Deposit Transfer from ****3600,,,$300.00 ,"$1,364.88 "
7/12/2019,Deposit,,,$500.00 ,"$1,064.88 "
7/12/2019,POS  ALBERTSONS STORE  0252 RICHLAND     WAUS,,,($17.27),$564.88 
7/12/2019,POS  SMOKE CITY             RICHLAND     WAUS,,,($54.48),$582.15 
7/10/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),$636.63 
7/9/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($53.56),$637.71 
7/8/2019,External Withdrawal CHARTER COMMUNIC  - CHARTER CO,,,($65.99),$691.27 
7/6/2019,POS  ALBERTSONS STORE  0252 RICHLAND     WAUS,,,($39.03),$757.26 
7/3/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),$796.29 
7/2/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($8.68),$797.37 
7/2/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($105.07),$806.05 
7/2/2019,External Withdrawal Bella Vista Oper x3315 - Rent,,,"($1,114.64)",$911.12 
7/2/2019,POS WAL-MART #3261 2801 DUPORTAIL STRE    RICHLAND     WAUS,,,($23.29),"$2,025.76 "
6/30/2019,Credit Interest,,,$2.57 ,"$2,049.05 "
6/30/2019,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($49.97),"$2,046.48 "
6/28/2019,POS FRED M FUEL #928 101 WELLSIAN WAY       RICHLAND     WAUS,,,($41.47),"$2,096.45 "
6/28/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($137.53),"$2,137.92 "
6/28/2019,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,676.12 ","$2,275.45 "
6/26/2019,POS  TRIOS HEALTH           x5802   WAUS,,,($63.04),$599.33 
6/26/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),$662.37 
6/25/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($103.80),$663.45 
6/24/2019,External Withdrawal NAVI  ED SERV PP ACH TRANSACTION - STUDNTLOAN,,,($270.29),$767.25 
6/24/2019,External Withdrawal CSI RchLnd PRE-AUTH TRANSACTION - UTLPAYMENT,,,($107.64),"$1,037.54 "
6/23/2019,ATM Withdrawal GESA CREDIT UNION 51 GAGE BLVD           RICHLAND     WAUS,,,($60.00),"$1,145.18 "
6/23/2019,POS  ALBERTSONS STORE  0252 RICHLAND     WAUS,,,($43.55),"$1,205.18 "
6/22/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($105.37),"$1,248.73 "
6/20/2019,Withdrawal Monthly Transfer--Jeanene,,,($125.00),"$1,354.10 "
6/20/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($17.98),"$1,479.10 "
6/20/2019,External Withdrawal WEB - UAS  - x2447  NM103*EUAS DEBIT-     x5600\,,,($209.37),"$1,497.08 "
6/19/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($6.49),"$1,706.45 "
6/18/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($49.96),"$1,712.94 "
6/17/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($91.16),"$1,762.90 "
6/15/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($21.71),"$1,854.06 "
6/14/2019,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,676.12 ","$1,875.77 "
6/13/2019,POS WAL-MART #3261 2801 DUPORTAIL STRE    RICHLAND     WAUS,,,($80.44),$199.65 
6/12/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($30.25),$280.09 
6/12/2019,Deposit Internet Transfer from x3600 SAV,,,$200.00 ,$310.34 
6/11/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),$110.34 
6/10/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($74.23),$111.42 
6/10/2019,Deposit Internet Transfer from x3600 SAV,,,$150.00 ,$185.65 
6/10/2019,External Withdrawal CHARTER COMMUNIC  - CHARTER CO,,,($65.99),$35.65 
6/9/2019,POS FRED M FUEL #928 101 WELLSIAN WAY       RICHLAND     WAUS,,,($33.44),$101.64 
6/9/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($180.62),$135.08 
6/7/2019,POS  THREE FLAMES MONGOLIAN RICHLAND     WAUS,,,($25.89),$315.70 
6/6/2019,POS  MDIG OF WASHINGTON PLLC602-x2584  AZUS,,,($22.10),$341.59 
6/5/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($6.49),$363.69 
6/4/2019,External Withdrawal Bella Vista Oper x5250 - Rent,,,"($1,114.68)",$370.18 
6/1/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($280.23),"$1,484.86 "
6/1/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($16.28),"$1,765.09 "
5/31/2019,Credit Interest,,,$1.59 ,"$1,781.37 "
5/31/2019,External Deposit TRINET HR CORPOR  - PAYROLL,,,"$1,676.13 ","$1,779.78 "
5/30/2019,POS  GEICO  *AUTO           800-841-3000 DCUS,,,($50.02),$103.65 
5/29/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($30.06),$153.67 
5/29/2019,Deposit Internet Transfer from x3600 SAV,,,$150.00 ,$183.73 
5/29/2019,POS  APL*ITUNES.COM/BILL    866-712-7753 CAUS,,,($1.08),$33.73 
5/26/2019,POS  TJ MAXX #805 1220 N COLKENNEWICK    WAUS,,,($65.98),$34.81 
5/25/2019,POS CIRCLE K x6048 1900 N. STEPTOE ST     KENNEWICK    WAUS,,,($49.36),$100.79 
5/25/2019,POS  COSTCO WHSE #0486      KENNEWICK    WAUS,,,($35.17),$150.15 
5/25/2019,POS  ALBERTSONS STORE  0252 RICHLAND     WAUS,,,($13.07),$185.32 
5/25/2019,POS  AMZN Mktp US*MN4737D42 Amzn.com/billWAUS,,,($245.30),$198.39 
5/24/2019,POS FRED-MEYER #0286 FRED MEYER 286         RICHLAND     WAUS,,,($129.01),$443.69 
5/24/2019,Deposit Internet Transfer from x3600 SAV,,,$300.44 ,$572.70 
5/24/2019,Withdrawal Internet Transfer to x3600 SAV,,,($150.22),$272.26 
5/22/2019,POS  SQ *TRICITIES AMERICAN KENNEWICK    WAUS,,,($65.15),$422.48 
5/22/2019,POS SUPER SUPPLEMENT 5200 W CLEARWATER A    KENNEWICK    WAUS,,,($121.44),$487.63 
5/22/2019,External Withdrawal NAVI  ED SERV PP ACH TRANSACTION - STUDNTLOAN,,,($270.29),$609.07 
